Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
17429868247,"OMB, INC.",13233 POND SPRINGS RD STE 301,AUSTIN,TX,78729,246,1,JARDIN CORONA MEXICAN RESTAURANT,13233 POND SPRINGS RD STE 301,AUSTIN,TX,78729,246,Y,MB490464,04/02/2001,,03/31/2019,49734,363,6139,0,56236
32058457600,"LITTLE WOODROW'S HOLDINGS-LW2, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,LITTLE WOODROW'S,6301 W PARMER LN STE 501,AUSTIN,TX,78729,227,N,MB739104,08/01/2016,,03/31/2019,78817,1941,102590,0,183348
32039628238,TYPE STUDIO INC.,5000 MISSION OAKS BLVD UNIT 24,AUSTIN,TX,78735,227,1,CASULO CAFE,3017 S INTERSTATE 35,AUSTIN,TX,78741,227,Y,MB735461,10/28/2009,,03/31/2019,0,0,285,0,285
10435858294,"LEVY PREMIUM FOODSERVICE, L.L.C.",980 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,0,22,LEVY RESTAURANT AT PALMER EVENT CENTER,900 BARTON SPRINGS RD,AUSTIN,TX,78704,227,Y,MB820694,09/28/2012,,03/31/2019,18502,32259,7606,0,58367
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,77,CHIPOTLE MEXICAN GRILL,1201 BARBARA JORDAN BLVD STE 1300,AUSTIN,TX,78723,227,Y,MB666097,07/20/2007,,03/31/2019,0,0,312,0,312
13201219071,"MORSELS, L.P.",500 W 6TH ST STE 100,AUSTIN,TX,78701,227,2,WALTON'S FANCY & STAPLE,609 W 6TH ST,AUSTIN,TX,78701,227,Y,MB927975,03/23/2016,,03/31/2019,2510,2528,521,0,5559
32053067081,"NUMERO 28 AUSTIN, INC.",452 W 2ND ST,AUSTIN,TX,78701,227,1,ALIMENTARI/NUMERO 28 PIZZERIA & VINERIA,452 W 2ND ST,AUSTIN,TX,78701,227,Y,MB956484,09/01/2016,,03/31/2019,2657,22267,4901,0,29825
10207558767,"WATERLOO ESCARPMENT, LLC",1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,WATERLOO ICE HOUSE,9600 ESCARPMENT BLVD STE 800,AUSTIN,TX,78749,227,Y,MB643922,11/03/2006,,03/31/2019,24469,7360,24761,0,56590
12054729376,AUSTIN T. LAKE INC.,20 N INTERSTATE 35,AUSTIN,TX,78701,227,1,HOLIDAY INN AUSTIN TOWN LAKE,20 N INTERSTATE 35,AUSTIN,TX,78701,227,Y,MB665812,07/17/2007,,03/31/2019,8036,4422,7731,0,20189
32054092526,CONTIGO CATERING LLC,3709 PROMONTORY POINT DR STE 201,AUSTIN,TX,78744,227,2,CONTIGO CATERING,3709 PROMONTORY POINT DR STE B201,AUSTIN,TX,78744,227,Y,MB984563,06/06/2017,,03/31/2019,35096,17928,9589,0,62613
32048608817,JW'S TEX MEX TAVERN L.P.,1501 E 2ND ST UNIT B,AUSTIN,TX,78702,227,1,LA MANCHA TEX MEX TAVERN,2203 HANCOCK DR,AUSTIN,TX,78756,227,Y,MB834899,03/18/2013,,03/31/2019,72446,2925,11061,0,86432
12000772371,SAO PAULO'S LLC,2809 SAN JACINTO BLVD,AUSTIN,TX,78705,227,1,SAO PAULO'S RESTAURANTE,2809 SAN JACINTO BLVD,AUSTIN,TX,78705,227,Y,MB505374,09/01/2003,,03/31/2019,3441,131,469,0,4041
17427121425,"CASINO EL CAMINO, LTD.",517 E 6TH ST,AUSTIN,TX,78701,227,1,CASINO EL CAMINO,517 E 6TH ST,AUSTIN,TX,78701,227,Y,MB249378,10/05/1994,,03/31/2019,52442,654,54940,0,108036
12700200095,"FOURTH AND HAVANA, LTD.",PO BOX 684847,AUSTIN,TX,78768,227,1,TENOAK,409 COLORADO ST STE A,AUSTIN,TX,78701,227,Y,MB527586,12/12/2002,,03/31/2019,0,0,0,0,0
32061558816,BOTANERO SPORTS BAR LLC,9616 N LAMAR BLVD STE 195,AUSTIN,TX,78753,227,1,TAQUERIAS ARANDINAS BOTANERO SPORTS BAR,9616 N LAMAR BLVD STE 195,AUSTIN,TX,78753,227,Y,MB977764,04/03/2017,,03/31/2019,11846,0,14594,0,26440
17426366393,"SOLAR FEAST, LLC",1204A W LYNN ST,AUSTIN,TX,78703,227,2,PERLA'S SEAFOOD & OYSTER BAR,1400 S CONGRESS AVE STE B100,AUSTIN,TX,78704,227,Y,MB234921,03/13/2007,,03/31/2019,131646,135372,27403,0,294421
17420888228,"KERBEY LANE CAFE, INC.",2111 DICKSON DR STE A,AUSTIN,TX,78704,227,4,KERBEY LANE CAFE,2606 GUADALUPE ST,AUSTIN,TX,78705,227,Y,MB1035234,10/25/2018,,03/31/2019,0,0,0,0,0
10617411391,"LAMBERT'S DOWNTOWN BARBEQUE, LTD.",401 W 2ND ST,AUSTIN,TX,78701,227,1,LAMBERT'S DOWNTOWN BARBECUE,401 W 2ND ST,AUSTIN,TX,78701,227,Y,MB644700,11/13/2006,,03/31/2019,115040,51166,37207,0,203413
32055813086,"MNHM BEVCO, LLC",211 E 7TH ST STE 620,AUSTIN,TX,78701,227,1,HILTON GARDEN INN,11617 RESEARCH BLVD BLDG 4,AUSTIN,TX,78759,227,Y,MB904092,04/08/2015,,03/31/2019,2617,1243,1938,0,5798
17427341387,"FLORES #5, LLC",2440 E HIGHWAY 290 BLDG D,DRIPPING SPGS,TX,78620,105,6,FLORES MEXICAN RESTAURANT,4625 W WILLIAM CANNON DR BLDG 4,AUSTIN,TX,78749,227,Y,MB476517,12/31/2014,,03/31/2019,86952,2241,21415,0,110608
32067623507,BLACKS BEVERAGE CO LLC,208 N MAIN ST,LOCKHART,TX,78644,28,1,BLACKS BEVERAGE CO,1003 BARTON SPRINGS RD,AUSTIN,TX,78704,227,Y,MB1034915,10/23/2018,,03/31/2019,0,9729,80255,0,89984
32057692074,"CORNBREAD VENTURES, LP",12912 HILL COUNTRY BLVD STE F-255,AUSTIN,TX,78738,227,3,Z'TEJAS,1110 W 6TH ST,AUSTIN,TX,78703,227,Y,MB936067,02/25/2016,,03/31/2019,55899,10617,7165,0,73681
32059164791,"SIMPLE KITCHEN, LP",1510 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,1,EASTSIDE TAVERN,1510 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,Y,MB957616,09/13/2016,,03/31/2019,41384,23809,28059,0,93252
19105150585,"NORDSTROM, INC.",PO BOX 2229 C/O SALES & USE TAX,SEATTLE,WA,98111,0,29,THE DOMAIN #733,3111 PALM WAY,AUSTIN,TX,78758,227,Y,MB951938,07/21/2016,,03/31/2019,9830,13722,1090,0,24642
17429924594,"FLEMING'S BEVERAGES, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,6,FLEMING'S PRIME STEAKHOUSE AND WINE BAR,11600 CENTURY OAKS TER STE 140,AUSTIN,TX,78758,227,Y,MB710203,12/12/2008,,03/31/2019,53024,100761,6689,0,160474
32051318205,"RADIO COFFEE, LLC",1617 WATCHHILL RD,AUSTIN,TX,78703,227,1,RADIO COFFEE,4204 MANCHACA RD,AUSTIN,TX,78704,227,Y,MB1009509,03/12/2018,,03/31/2019,31292,10121,72056,0,113469
11418506314,"MOONTIME, LLC",2538 GUADALUPE ST,AUSTIN,TX,78705,227,2,THE HOLE IN THE WALL,2538 GUADALUPE ST,AUSTIN,TX,78705,227,Y,MB699586,07/30/2008,,03/31/2019,40329,452,47908,0,88689
17422883433,"AMERICAN CUISINES, INC.",310 CONGRESS AVE,AUSTIN,TX,78701,227,1,MANUEL'S,310 CONGRESS AVE,AUSTIN,TX,78701,227,Y,MB162661,12/01/1993,,03/31/2019,52358,6611,8169,0,67138
17419886753,WESTGATE RESTAURANTS INC.,PO BOX 80041,AUSTIN,TX,78708,227,3,WESTGATE RESTAURANTS INC,5700 GROVER AVE,AUSTIN,TX,78756,227,Y,MB267377,07/10/1996,,03/31/2019,12835,295,28350,0,41480
12704882385,ONE EYED ODIN L.L.C.,3116 S CONGRESS AVE,AUSTIN,TX,78704,227,1,CROW BAR,3116 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB749175,05/28/2010,,03/31/2019,58434,555,33997,0,92986
32034390891,"M&S GROUP, INC.",2021 E YANDELL DR,EL PASO,TX,79903,71,15,WING DADDY'S SAUCE HOUSE,9811 S INTERSTATE 35,AUSTIN,TX,78744,227,Y,MB959721,10/03/2016,,03/31/2019,29641,236,22537,0,52414
32041768774,THE ROOFTOP ON SIXTH LLC,403 E 6TH ST STE B2,AUSTIN,TX,78701,227,1,THE ROOFTOP ON SIXTH ST,403 E 6TH ST FL 2,AUSTIN,TX,78701,227,Y,MB760238,10/25/2010,,03/31/2019,139095,0,34120,0,173215
32049752333,"LCB GROVE, INC.",1018 W 11TH ST STE 200,AUSTIN,TX,78703,227,4,THE GROVE WINE BAR AND KITCHEN,800 W 6TH ST,AUSTIN,TX,78701,227,Y,MB905663,04/24/2015,,03/31/2019,18537,75230,12028,0,105795
17429654787,"YOUNG & CANCHOLA, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,BARFLY'S,5420B AIRPORT BLVD,AUSTIN,TX,78751,227,Y,MB488379,03/07/2001,,03/31/2019,37835,125,26149,0,64109
32060311506,"LAVACA SOUTH LAMAR, LP",801 SPRINGDALE RD,AUSTIN,TX,78702,227,1,"LAVACA SOUTH LAMAR, LP",3121 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB953915,08/09/2016,,03/31/2019,43996,1397,47858,0,93251
12001115539,"REMINGTON LODGING & HOSPITALITY, LLC",14185 DALLAS PKWY STE 1150,DALLAS,TX,75254,57,3,AUSTIN HILTON GARDEN INN,500 N INTERSTATE 35,AUSTIN,TX,78701,227,Y,MB773563,04/26/2011,,03/31/2019,7684,2113,3610,0,13407
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,61,CHIPOTLE MEXICAN GRILL,11301 LAKELINE BLVD,AUSTIN,TX,78717,246,Y,MB620436,02/17/2006,,03/31/2019,0,0,195,0,195
32051123340,"LA POSADA MCC, LLC",6800 WEST GATE BLVD STE 140,AUSTIN,TX,78745,227,1,LA POSADA MEXICAN RESTAURANT,6800 W GATE BLVD STE 140,AUSTIN,TX,78745,227,Y,MB430826,07/01/2013,,03/31/2019,19040,552,3680,0,23272
32053788314,BBQ 512 LLC,3414 MOUNT BONNELL CIR,AUSTIN,TX,78731,227,1,COOPER'S OLD TIME PIT BAR B QUE,217 CONGRESS AVE,AUSTIN,TX,78701,227,Y,MB891955,12/03/2014,,03/31/2019,25732,6684,93308,0,125724
32052865295,"CORNER WEST 3, LLC",11420 ROCK ROSE AVE STE 700,AUSTIN,TX,78758,227,1,THE DOGWOOD DOMAIN,11420 ROCK ROSE AVE STE 700,AUSTIN,TX,78758,227,Y,MB921829,09/28/2015,,03/31/2019,348416,7743,138324,0,494483
32051088162,BEAR TRACKS LLC,1905 MATAGORDA ST,AUSTIN,TX,78741,227,1,BUZZ MILL COFFEE,1505 TOWN CREEK DR,AUSTIN,TX,78741,227,Y,MB852154,09/20/2013,,03/31/2019,25877,0,48057,0,73934
12012420878,MAIKO L.P.,PO BOX 2403,AUSTIN,TX,78768,227,1,MAIKO JAPANESE RESTAURANT,311 W 6TH ST,AUSTIN,TX,78701,227,Y,MB571527,01/11/2005,,03/31/2019,10988,10944,23955,0,45887
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,62,CHIPOTLE MEXICAN GRILL,610 E STASSNEY LN,AUSTIN,TX,78745,227,Y,MB618652,01/27/2006,,03/31/2019,0,0,276,0,276
32010228958,"ZAX, LLC",312 BARTON SPRINGS RD,AUSTIN,TX,78704,227,1,ZAX RESTAURANT AND BAR,312 BARTON SPRINGS RD,AUSTIN,TX,78704,227,Y,MB536986,06/03/2003,,03/31/2019,11728,12746,9214,0,33688
32050788333,JACOBY RESTAURANT GROUP LLC,3304 E 5TH ST APT A,AUSTIN,TX,78702,227,1,JACOBY'S RESTAURANT & MERCANTILE,3235 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,Y,MB862831,01/31/2014,,03/31/2019,40961,22523,4934,0,68418
32037771089,"SHANGRI-LA ATX, L.L.C.",1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,SHANGRI-LA,1016 E 6TH ST,AUSTIN,TX,78702,227,Y,MB707813,11/10/2008,,03/31/2019,90132,433,61756,0,152321
10305789272,"BIG AMP- CHUGGIN MONKEY, LLC",219 E 6TH ST,AUSTIN,TX,78701,227,1,CHUGGIN MONKEY,219 E 6TH ST,AUSTIN,TX,78701,227,Y,MB654779,03/20/2007,,03/31/2019,52226,56,27464,0,79746
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,6,TORCHY'S TACO'S,2801 GUADALUPE ST STE 5B,AUSTIN,TX,78705,227,Y,MB903822,04/06/2015,,03/31/2019,15816,996,5058,0,21870
17429519139,"AMERICAN UMI, INC.",5855 SOVEREIGN DR STE A,HOUSTON,TX,77036,101,1,AMERICAN UMI INC,5510 S INTERSTATE 35 STE 400,AUSTIN,TX,78745,227,Y,MB481201,10/05/2000,,03/31/2019,9169,12343,7477,0,28989
17426841544,"WATERLOO MANAGEMENT SERVICES, INC.",1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,DOC'S MOTORWORKS 38TH,1106 W 38TH ST,AUSTIN,TX,78705,227,Y,MB751451,06/29/2010,,03/31/2019,15351,1772,31021,0,48144
32068372898,VELOURIA LLC,8902 MERIDIAN OAK LN,AUSTIN,TX,78744,227,1,VELOURIA,3801 S CONGRESS AVE STE 116,AUSTIN,TX,78704,227,Y,MB1041051,12/28/2018,,03/31/2019,0,0,0,0,0
17429648821,AUSTIN SEAFOOD & STEAK LIMITED PARTNERSHIP,10310 WESTPARK DR,HOUSTON,TX,77042,101,1,FREDA'S SEAFOOD GRILLE,10903 PECAN PARK BLVD,AUSTIN,TX,78750,246,Y,MB526917,12/03/2002,,03/31/2019,24876,23517,8358,0,56751
32059851868,"SOUR DUCK HOSPITALITY, LLC",8302 HANBRIDGE LN,AUSTIN,TX,78736,227,1,SOUR DUCK MARKET,1814 E MARTIN LUTHER KING JR BLVD,AUSTIN,TX,78702,227,Y,MB1006572,02/05/2018,,03/31/2019,52628,17060,34709,0,104397
17420888228,"KERBEY LANE CAFE, INC.",2111 DICKSON DR STE A,AUSTIN,TX,78704,227,1,KERBEY LANE CAFE,3704 KERBEY LN # A,AUSTIN,TX,78731,227,Y,MB193328,12/01/1993,,03/31/2019,8073,2208,1587,0,11868
32042554850,"PAPI TINO'S, LLC",1306 E 6TH ST,AUSTIN,TX,78702,227,1,LICHA'S CANTINA,1306 E 6TH ST,AUSTIN,TX,78702,227,Y,MB760573,10/27/2010,,03/31/2019,110151,2834,19427,0,132412
32038939826,LIBERTY ATX LLC,1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,THE LIBERTY,1618 1/2 E 6TH ST,AUSTIN,TX,78702,227,Y,MB725507,06/29/2009,,03/31/2019,72288,1920,53827,0,128035
12082487435,"PROSPERITY NOODLES ON COLORADO, LP",PO BOX 684847,AUSTIN,TX,78768,227,1,IMPERIA,310 COLORADO ST,AUSTIN,TX,78701,227,Y,MB665752,07/17/2007,,03/31/2019,0,0,0,0,0
32044381591,"3DOOST, INC.",PO BOX 684761,AUSTIN,TX,78768,227,2,LUCILLE,77 RAINEY ST,AUSTIN,TX,78701,227,Y,MB792758,12/05/2012,,03/31/2019,269784,27265,112863,0,409912
32039953115,"DOUBLE LUCKY, LLC",1109 S LAMAR BLVD,AUSTIN,TX,78704,227,1,GIBSON BAR,1109 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB738628,12/16/2009,,03/31/2019,92056,10642,51780,0,154478
32066007090,"IBK FAMILY, LLC",13740 N HIGHWAY 183 STE K1,AUSTIN,TX,78750,246,1,MIYAKO YAKITORI & SUSHI,8701 W PARMER LN APT 2128,AUSTIN,TX,78729,246,N,MB1031471,09/25/2018,,03/31/2019,531,396,2768,0,3695
32042682776,92 RAINEY GROUP LLC,815A BRAZOS ST # 391,AUSTIN,TX,78701,227,1,BUNGALOW,92 RAINEY ST,AUSTIN,TX,78701,227,Y,MB653808,01/10/2012,,03/31/2019,262152,7266,124376,0,393794
32039396398,"RED'S PORCH, LP",1604 CHATHAM AVE,AUSTIN,TX,78723,227,1,RED'S PORCH,3508 S LAMAR BLVD STE 200,AUSTIN,TX,78704,227,Y,MB735593,10/29/2009,,03/31/2019,49935,9180,40984,0,100099
32047285849,"NIK'S 620, LLC",7900 N FM 620 RD STE 100,AUSTIN,TX,78726,227,1,NIK'S ITALIAN KITCHEN + BAR,7900 N FM 620 RD STE 100,AUSTIN,TX,78726,227,Y,MB815849,08/03/2012,,03/31/2019,14076,9950,5267,0,29293
17109961551,"TECXILA II, INC.",9041 RESEARCH BLVD STE 100,AUSTIN,TX,78758,227,2,CASA CHAPALA MEXICAN GRILL,101 SAN JACINTO BLVD,AUSTIN,TX,78701,227,Y,MB743609,03/10/2010,,03/31/2019,0,0,0,0,0
32061169010,"CENTRAL MACHINE OPERATING COMPANY, LLC",4826 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,1,CENTRAL MACHINE,4824-4826 E CESAR CHAVEZ ST.,AUSTIN,TX,78702,227,Y,MB1036296,11/05/2018,,03/31/2019,0,0,0,0,0
32020296920,DON DARIO'S MEXICAN RESTAURANT & CANTINA INC.,8801 S INTERSTATE 35 STE A,AUSTIN,TX,78744,227,1,DON DARIO'S MEXICAN RESTAURANT & CANTINA,8801 S INTERSTATE 35 STE D,AUSTIN,TX,78744,227,Y,MB737242,11/20/2009,,03/31/2019,39903,176,12661,0,52740
12031856706,JKP INVESTMENT CORP.,11536 HARRY HINES BLVD STE 215,DALLAS,TX,75229,57,2,CHOSUN GALBI,713 E HUNTLAND DR,AUSTIN,TX,78752,227,Y,MB794778,12/31/2011,,03/31/2019,5888,0,7261,0,13149
32047141752,"CLARK'S OYSTER BAR, LLC",606 BLANCO ST,AUSTIN,TX,78703,227,1,CLARK'S OYSTER BAR,1200 W 6TH ST,AUSTIN,TX,78703,227,Y,MB818601,08/31/2012,,03/31/2019,59021,80086,10058,0,149165
17427163450,CHUNAE INCORPORATED,2113 WELLS BRANCH PKWY STE 600,AUSTIN,TX,78728,227,1,RAGGEDY ANNE'S,2113 WELLS BRANCH PKY BLDG 1600,AUSTIN,TX,78728,227,N,MB248682,09/06/1994,,03/31/2019,11268,77,10910,0,22255
32041066112,"2905 PEARCE ROAD, LLC",5425 BURNET RD STE 106,AUSTIN,TX,78756,227,1,SKI SHORES CAFE,2905 PEARCE RD,AUSTIN,TX,78730,227,N,MB743705,03/11/2010,,03/31/2019,13926,1727,9382,0,25035
12605582381,FOGO DE CHAO CHURRASCARIA (AUSTIN) LLC,5908 HEADQUARTERS DR STE K200,PLANO,TX,75024,43,1,FOGO DE CHAO,309 E 3RD ST,AUSTIN,TX,78701,227,Y,MB672998,10/03/2007,,03/31/2019,55628,40139,8987,0,104754
32045895235,SVALTO LP,121 E 5TH ST,AUSTIN,TX,78701,227,1,HANDLEBAR,121 E 5TH ST,AUSTIN,TX,78701,227,Y,MB803474,04/11/2012,,03/31/2019,167384,3490,87632,0,258506
32058654453,MARSHALL'S TAVERN #3 LP,PO BOX 1628,ROUND ROCK,TX,78680,227,1,MARSHALL'S TAVERN #3,13125 POND SPRINGS RD STE 104,AUSTIN,TX,78729,246,N,MB969463,01/19/2017,,03/31/2019,16098,59,11722,0,27879
32048247723,SRI SAI BALAJI LLC,13945 N HIGHWAY 183 STE C-5,AUSTIN,TX,78717,246,3,BIRYANI-N-GRILL,13945 N HIGHWAY 183 # C5,AUSTIN,TX,78717,246,Y,MB956481,09/01/2016,,03/31/2019,385,0,0,0,385
32051492745,GINO'S VINO LIMITED LIABILITY COMPANY,1239 E 51ST ST,AUSTIN,TX,78723,227,2,GINO'S VINO OSTERIA,1200 BARBARA JORDAN BLVD,AUSTIN,TX,78723,227,Y,MB906272,04/30/2015,,03/31/2019,11919,15116,620,0,27655
32048410875,"GILMASS JAMULEY, LLC",1201 S LAMAR BLVD,AUSTIN,TX,78704,227,1,ODD DUCK,1201 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB852107,09/19/2013,,03/31/2019,100218,66445,15727,0,182390
12046550096,"HYDE PARK WESTGATE, LTD.",4208 SHOALWOOD AVE,AUSTIN,TX,78756,227,1,HYDE PARK BAR & GRILL WESTGATE,4521 W GATE BLVD,AUSTIN,TX,78745,227,Y,MB632005,06/28/2006,,03/31/2019,27946,20727,13110,0,61783
17607399437,"CUS AUSTIN, LLC",501A E 6TH ST,AUSTIN,TX,78701,227,1,COYOTE UGLY SALOON,501 E 6TH ST,AUSTIN,TX,78701,227,Y,MB551071,02/05/2004,,03/31/2019,116616,97,51868,0,168581
32049503520,"ONE ELM, LLC",40 N INTERSTATE 35 APT 12B4,AUSTIN,TX,78701,227,1,MINI BAR AUSTIN,607 SAN JACINTO BLVD STE B,AUSTIN,TX,78701,227,Y,MB847719,08/02/2013,,03/31/2019,6677,0,3370,0,10047
17417128273,"G.M.C. INVESTMENT, INC.",12207 TANGLEWILD DR,AUSTIN,TX,78758,227,6,EGO'S,510 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB184470,12/01/1993,,03/31/2019,44691,455,31452,0,76598
32058589634,"GUILD, LLC",PO BOX 38,AUSTIN,TX,78767,227,1,GUILD,3800 N LAMAR BLVD STE 170,AUSTIN,TX,78756,227,Y,MB976777,03/23/2017,,03/31/2019,0,0,0,0,0
32058388987,"ABILENE FE - FE, LLC",1233 WEST LOOP S STE 1000,HOUSTON,TX,77027,101,1,FAST EDDIES,13945 N HIGHWAY 183 STE D122,AUSTIN,TX,78717,246,Y,MB780271,12/01/2015,,03/31/2019,50628,379,38972,0,89979
17527516508,"AUSTIN EMBASSY BEVERAGE, INC.",14185 DALLAS PKWY STE 1150,DALLAS,TX,75254,57,1,DJ'S AMERICAN GRILL,9505 STONELAKE BLVD,AUSTIN,TX,78759,227,Y,MB434924,07/22/1998,,03/31/2019,4912,1719,2035,0,8666
17428609634,"SAROVAR, INC.",8440 BURNET RD STE 100,AUSTIN,TX,78757,227,1,NOSH & BEVVY ENGLISH KITCHEN & BAR,8440 BURNET RD STE 100,AUSTIN,TX,78757,227,Y,MB510629,02/28/2002,,03/31/2019,40844,1563,34576,0,76983
32050939845,"RCSH OPERATIONS, LLC",1030 W CANTON AVE STE 100,WINTER PARK,FL,32789,0,2,RUTH'S CHRIS STEAK HOUSE,107 W 6TH ST,AUSTIN,TX,78701,227,Y,MB869328,04/11/2014,,03/31/2019,32635,57150,3354,0,93139
32041797898,"GALLERY RESTAURANT GROUP, LLC",301 SAN JACINTO BLVD,AUSTIN,TX,78701,227,1,VINCE YOUNG STEAKHOUSE,301 SAN JACINTO BLVD,AUSTIN,TX,78701,227,Y,MB760765,11/01/2010,,03/31/2019,20310,39729,15173,0,75212
32053078864,"VIA 313 PIZZA RESTAURANT, LLC",6705 US 290 W STE 503,AUSTIN,TX,78735,227,1,VIA 313 PIZZA RESTAURANT,6705 W HIGHWAY 290 STE 503,AUSTIN,TX,78735,227,Y,MB900628,03/12/2015,,03/31/2019,13910,11303,31862,0,57075
32060659532,"ATX COCINA, LLC",7377 E DOUBLETREE RANCH RD STE 180,SCOTTSDALE,AZ,85258,0,1,ATX COCINA,110 SAN ANTONIO ST STE 170,AUSTIN,TX,78701,227,Y,MB983151,05/23/2017,,03/31/2019,182833,50472,11296,0,244601
32060750935,"FRC CDO DOMAIN, LLC",1999 BRYAN ST STE 900,DALLAS,TX,75201,57,1,CULINARY DROPOUT,11721 ROCK ROSE AVE STE Y4.100,AUSTIN,TX,78758,227,Y,MB956346,08/31/2016,,03/31/2019,192615,47653,87878,0,328146
32062685311,"THE TRANPHAM RESTAURANT GROUP, LLC",1100 S LAMAR BLVD STE 1125,AUSTIN,TX,78704,227,1,MANDALA KITCHEN & BAR,1100 S LAMAR BLVD STE 1125,AUSTIN,TX,78704,227,Y,MB1011126,03/29/2018,,03/31/2019,7695,5122,5721,0,18538
32057566963,"GAS PUMPERS, LTD.",801 SPRINGDALE RD,AUSTIN,TX,78702,227,1,GRACELAND GROCERY,8600 HIGHWAY 290 W # B,AUSTIN,TX,78736,227,N,MB926292,11/09/2015,,03/31/2019,6246,1003,16561,0,23810
32059285430,PICNIK BURNET LLC,5940 W UNION HILLS DR STE D215,GLENDALE,AZ,85308,0,1,PICNIK,4801 BURNET RD,AUSTIN,TX,78756,227,Y,MB955107,08/18/2016,,03/31/2019,12172,5994,1555,0,19721
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,120,CHIPOTLE MEXICAN GRILL,2320 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB813489,07/13/2012,,03/31/2019,0,0,218,0,218
12084013908,HEI AUSTIN CONCESSIONS LLC,101 MERRITT 7 STE 1,NORWALK,CT,06851,0,1,SHERATON AUSTIN LANDMARK THE LOBBY BAR,701 E 11TH ST,AUSTIN,TX,78701,227,Y,MB669405,08/23/2007,,03/31/2019,39391,27939,25345,0,92675
32057486485,"DURHAM TRADING PARTNERS XI, LLC",920 E DEAN KEETON ST,AUSTIN,TX,78705,227,1,SALVATION PIZZA,11501 ROCK ROSE AVE STE 146,AUSTIN,TX,78758,227,Y,MB933166,01/27/2016,,03/31/2019,4342,1116,7877,0,13335
32054655645,PROHIBITION CREAMERY LLC,800 W 5TH ST APT 1104,AUSTIN,TX,78703,227,1,PROHIBITION CREAMERY,1407 E 7TH ST,AUSTIN,TX,78702,227,Y,MB920646,09/16/2015,,03/31/2019,17355,713,751,0,18819
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,44,WLS BEVERAGE COMPANY,1901 SAN ANTONIO ST,AUSTIN,TX,78705,227,Y,MB1040644,12/20/2018,,03/31/2019,0,0,0,0,0
32052333385,AUSTIN ICEHOUSE PROJECT ONE LLC,3305 NORTHLAND DR STE 400,AUSTIN,TX,78731,227,1,WHISKEY TANGO FOXTROT ICE HOUSE,701 W 6TH ST,AUSTIN,TX,78701,227,Y,MB991679,08/16/2017,,03/31/2019,159810,2953,41062,0,203825
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,5,CHIPOTLE CHIPOTLE MEXICAN GRILL CHIPOTLE BURRITOS,4400 N LAMAR BLVD STE 101,AUSTIN,TX,78756,227,Y,MB471834,10/24/2000,,03/31/2019,6,0,150,0,156
32067025968,"SPRING BREAK 06, LLC",121 E 5TH ST,AUSTIN,TX,78701,227,1,THE BEEZ KNEEZ/THE CAT'S PAJAMAS,610 NUECES ST,AUSTIN,TX,78701,227,Y,MB1030121,09/14/2018,,03/31/2019,0,0,0,0,0
17416113326,"CATERING BY ROSEMARY, INC.",PO BOX 1361,SAN ANTONIO,TX,78295,15,4,CATERING BY ROSEMARY INC,2110 SAN JACINTO BLVD,AUSTIN,TX,78712,227,Y,MB217888,12/01/1993,,03/31/2019,20008,18819,16022,0,54849
